Year,Jurisdiction,Category,Management,Fate,Tonnes,Core or non-core,Jurisdiction_State
2013-2014,NSW,Metals,Recycling,Recycling,1620355,Core waste,New South Wales
2013-2014,NSW,Organics,Anaerobic digestion,Recycling,30244,Core waste,New South Wales
2013-2014,NSW,Organics,Energy from waste facility,Energy recovery,30244,Core waste,New South Wales
2013-2014,NSW,Organics,Landfill,Disposal,2267722,Core waste,New South Wales
2013-2014,NSW,Organics,Landfill,Energy recovery,227640,Core waste,New South Wales
2013-2014,NSW,Organics,Recycling,Recycling,2432183,Core waste,New South Wales
2013-2014,NSW,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2013-2014,NSW,Paper & cardboard,Landfill,Disposal,446797,Core waste,New South Wales
2013-2014,NSW,Paper & cardboard,Landfill,Energy recovery,62886,Core waste,New South Wales
2013-2014,NSW,Paper & cardboard,Recycling,Recycling,760854,Core waste,New South Wales
2013-2014,NSW,Plastics,Landfill,Disposal,592709,Core waste,New South Wales
2013-2014,NSW,Plastics,Recycling,Recycling,90407,Core waste,New South Wales
2013-2014,NSW,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2013-2014,NSW,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,173865,Core waste,New South Wales
2013-2014,NSW,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,230347,Core waste,New South Wales
2013-2014,NSW,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,50774,Core waste,New South Wales
2013-2014,NSW,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2013-2014,NSW,Unclassified materials,Landfill,Disposal,238588,Core waste,New South Wales
2013-2014,NSW,Unclassified materials,Landfill,Energy recovery,0,Core waste,New South Wales
2013-2014,NSW,Unclassified materials,Recycling,Recycling,1016856,Core waste,New South Wales
2013-2014,NT,Biosolids,Other disposal,Disposal,1453.445589,Core waste,Northern Territory
2013-2014,NT,Biosolids,Recycling,Recycling,9527.142684,Core waste,Northern Territory
2013-2014,NT,Building and demolition materials,Landfill,Disposal,179985,Core waste,Northern Territory
2013-2014,NT,Building and demolition materials,Recycling,Recycling,100,Core waste,Northern Territory
2013-2014,NT,Glass,Landfill,Disposal,12290,Core waste,Northern Territory
2013-2014,NT,Glass,Recycling,Recycling,4080,Core waste,Northern Territory
2013-2014,NT,Hazardous wastes,Energy from waste facility,Energy recovery,1330.613369,Core waste,Northern Territory
2013-2014,NT,Hazardous wastes,Landfill,Disposal,11866.77252,Core waste,Northern Territory
2013-2014,NT,Hazardous wastes,Other disposal,Disposal,148.3128671,Core waste,Northern Territory
2013-2014,NT,Hazardous wastes,Recycling,Recycling,16648.28684,Core waste,Northern Territory
2013-2014,NT,Hazardous wastes,Treatment,Disposal,1813.025456,Core waste,Northern Territory
2013-2014,NT,Hazardous wastes,Treatment,Energy recovery,292.2697789,Core waste,Northern Territory
2013-2014,NT,Hazardous wastes,Treatment,Recycling,3094.774126,Core waste,Northern Territory
2013-2014,NT,Metals,Landfill,Disposal,15799,Core waste,Northern Territory
2013-2014,NT,Metals,Recycling,Recycling,1153,Core waste,Northern Territory
2013-2014,NT,Organics,Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2013-2014,NT,Organics,Landfill,Disposal,141686,Core waste,Northern Territory
2013-2014,NT,Organics,Landfill,Energy recovery,11466,Core waste,Northern Territory
2013-2014,NT,Organics,Recycling,Recycling,13443,Core waste,Northern Territory
2013-2014,NT,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2013-2014,NT,Paper & cardboard,Landfill,Disposal,37443,Core waste,Northern Territory
2013-2014,NT,Paper & cardboard,Landfill,Energy recovery,4538,Core waste,Northern Territory
2013-2014,NT,Paper & cardboard,Recycling,Recycling,1799,Core waste,Northern Territory
2013-2014,NT,Plastics,Landfill,Disposal,49089,Core waste,Northern Territory
2013-2014,NT,Plastics,Recycling,Recycling,11827,Core waste,Northern Territory
2013-2014,NT,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2013-2014,NT,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,9067,Core waste,Northern Territory
2013-2014,NT,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,829,Core waste,Northern Territory
2013-2014,NT,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,386,Core waste,Northern Territory
2013-2014,NT,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2013-2014,NT,Unclassified materials,Landfill,Disposal,0,Core waste,Northern Territory
2013-2014,NT,Unclassified materials,Landfill,Energy recovery,0,Core waste,Northern Territory
2013-2014,NT,Unclassified materials,Recycling,Recycling,0,Core waste,Northern Territory
2013-2014,Qld,Ash,Other disposal,Long-term storage,3235599.394,Non-core waste,Queensland
2013-2014,Qld,Ash,Recycling,Recycling,780032.1376,Non-core waste,Queensland
2013-2014,Qld,Biosolids,Other disposal,Disposal,5050.505051,Core waste,Queensland
2013-2014,Qld,Biosolids,Recycling,Recycling,299548.8215,Core waste,Queensland
2013-2014,Qld,Building and demolition materials,Landfill,Disposal,1255274,Core waste,Queensland
2013-2014,Qld,Building and demolition materials,Recycling,Recycling,882100,Core waste,Queensland
2013-2014,Qld,Glass,Landfill,Disposal,121939,Core waste,Queensland
2013-2014,Qld,Glass,Recycling,Recycling,86872,Core waste,Queensland
2013-2014,Qld,Hazardous wastes,Energy from waste facility,Energy recovery,13636.65,Core waste,Queensland
2013-2014,Qld,Hazardous wastes,Landfill,Disposal,1104044.931,Core waste,Queensland
2013-2014,Qld,Hazardous wastes,Other disposal,Disposal,10366.78627,Core waste,Queensland
2013-2014,Qld,Hazardous wastes,Recycling,Recycling,756887.6835,Core waste,Queensland
2013-2014,Qld,Hazardous wastes,Treatment,Disposal,69870.51589,Core waste,Queensland
2013-2014,Qld,Hazardous wastes,Treatment,Energy recovery,8015.861842,Core waste,Queensland
2013-2014,Qld,Hazardous wastes,Treatment,Recycling,88946.79189,Core waste,Queensland
2013-2014,Qld,Metals,Landfill,Disposal,139000,Core waste,Queensland
2013-2014,Qld,Metals,Recycling,Recycling,862107,Core waste,Queensland
2013-2014,Qld,Organics,Energy from waste facility,Energy recovery,131664,Core waste,Queensland
2013-2014,Qld,Organics,Landfill,Disposal,1413954,Core waste,Queensland
2013-2014,Qld,Organics,Landfill,Energy recovery,187255,Core waste,Queensland
2013-2014,Qld,Organics,Recycling,Recycling,916343,Core waste,Queensland
2013-2014,Qld,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Queensland
2013-2014,Qld,Paper & cardboard,Landfill,Disposal,401286,Core waste,Queensland
2013-2014,Qld,Paper & cardboard,Landfill,Energy recovery,81224,Core waste,Queensland
